protein	rep	Iden	cluster	Phylum	Class	Order	Family	Genus	Species	newPhylum	RefID	diff_zscore
DHFR,folA	LeChatelierE_2013__MH0046__bin.16|gene_id_1683	35.1	GUT_GENOME109512_00178, LeChatelierE_2013__MH0046__bin.16|gene_id_1683, NielsenHB_2014__O2_UC57_0__bin.21|gene_id_905, GUT_GENOME205656_00262	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp CAG 714	Bacteroidetes	refID122609	-1.12905884167554
DHFR,folA	FerrettiP_2018__CA_C10003IS2040FE_t3M15__bin.3|gene_id_4224	35.16	GeversD_2014__SKBSTL007__bin.24|gene_id_1017, gene_id_2788512, GUT_GENOME096228_02334, GUT_GENOME096670_01007, FerrettiP_2018__CA_C10003IS2040FE_t3M15__bin.3|gene_id_4224, LiJ_2014__MH0221__bin.4|gene_id_3083, GUT_GENOME096485_01820	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Enterocloster bolteae	Firmicutes	refID111807	0.0400375475771465
DHFR,folA	GUT_GENOME096538_00786	35.29	HeQ_2017__RSZAXPI003107-147__bin.23|gene_id_1992, GUT_GENOME096538_00786	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Clostridium	Clostridium sp001517625	Firmicutes	refID290592	0.280262833040026
DHFR,folA	GUT_GENOME000513_00590	35.33	GUT_GENOME000513_00590	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides bouchesdurhonensis	Bacteroidetes	refID133919	0.24022528546288
DHFR,folA	GUT_GENOME088644_00703	35.33	CosteaPI_2017__pluto1-11-30-0__bin.51|gene_id_1201, GUT_GENOME088644_00703	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella lascolaii	Bacteroidetes	refID205795	-0.00800750951542942
DHFR,folA	GUT_GENOME108143_00613	35.36	LeChatelierE_2013__MH0044__bin.6|gene_id_601, GUT_GENOME108143_00613	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	RC9 sp000432655	Bacteroidetes	refID267942	-0.488458080441189
DHFR,folA	BackhedF_2015__SID343_M__bin.20|gene_id_1734	35.44	GUT_GENOME001471_02039, GUT_GENOME251277_01588, BritoIL_2016__M1.20.ST__bin.15|gene_id_1145, gene_id_4165205, GUT_GENOME242840_03147, BackhedF_2015__SID157_12M__bin.15|gene_id_3068, GUT_GENOME001340_03769, GUT_GENOME111584_03321, GUT_GENOME141586_01379, GUT_GENOME001779_03283, GUT_GENOME096538_01159, GUT_GENOME140265_02494, GUT_GENOME000603_01176, GUT_GENOME096491_03007, BritoIL_2016__M2.3.ST__bin.71|gene_id_3366, GUT_GENOME000232_02422, GUT_GENOME116624_01891, GUT_GENOME096262_02497, BackhedF_2015__SID150_B__bin.1|gene_id_1752, GUT_GENOME143497_01842, QinJ_2012__NLM021__bin.3|gene_id_2546, GUT_GENOME000659_01628, LiJ_2014__O2.UC8-1__bin.51|gene_id_1411, LoombaR_2017__SID1048_bav__bin.9|gene_id_557, GUT_GENOME000735_02361, VatanenT_2016__G80593__bin.8|gene_id_3192, GUT_GENOME140320_03265, BackhedF_2015__SID343_M__bin.20|gene_id_1734, GUT_GENOME119779_01396, GUT_GENOME143156_00760, LiJ_2014__MH0351__bin.28|gene_id_2338, GUT_GENOME096535_00525, GUT_GENOME000818_02856, GUT_GENOME140235_01959, GUT_GENOME218592_00437, GUT_GENOME140233_03262, GUT_GENOME198893_01177, GUT_GENOME199169_00855, GUT_GENOME000139_00122, GUT_GENOME096293_02917, VincentC_2016__MM001.4__bin.15|gene_id_455, GUT_GENOME001757_02052, GUT_GENOME242938_00454	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia sp CAG 237	Firmicutes	refID057192	-0.424398004317755
DHFR,folA	XieH_2016__YSZC12003_35741__bin.19|gene_id_1376	35.48	XieH_2016__YSZC12003_35741__bin.19|gene_id_1376, GUT_GENOME282385_00012	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp An31A	Bacteroidetes	refID162980	-0.12011264273144
DHFR,folA	ZellerG_2014__CCIS35100175ST-4-0__bin.46|gene_id_389	35.48	GUT_GENOME283286_00395, ZellerG_2014__CCIS35100175ST-4-0__bin.46|gene_id_389	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri	Bacteroidetes	refID270879	-0.224210266432021
DHFR,folA	BackhedF_2015__SID268_12M__bin.33|gene_id_1632	35.52	gene_id_3037119, GUT_GENOME111729_02239, BackhedF_2015__SID268_12M__bin.33|gene_id_1632, GUT_GENOME205964_01423, LoombaR_2017__SID5208_byt__bin.35|gene_id_980, GUT_GENOME095979_02930, ZeeviD_2015__PNP_Main_312__bin.20|gene_id_1972	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp CAG 443	Bacteroidetes	refID162005	-0.528495628018336
DHFR,folA	GUT_GENOME080845_02115	35.57	CosteaPI_2017__SID713A037-11-90-0__bin.24|gene_id_1244, GUT_GENOME080845_02115	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000834015	Bacteroidetes	refID325292	0.200187737885733
DHFR,folA	HMP_2012__SRS011529__bin.34|gene_id_2046	35.58	HMP_2012__SRS011529__bin.34|gene_id_2046, GUT_GENOME237523_00297, GUT_GENOME215893_01306	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella sp P5 108	Bacteroidetes	refID004073	-0.208195247401163
DHFR,folA	Bengtsson-PalmeJ_2015__TRAVELRES27__bin.212|gene_id_3431	35.76	GUT_GENOME159262_03023, Bengtsson-PalmeJ_2015__TRAVELRES27__bin.212|gene_id_3431, GUT_GENOME001255_02132, Bengtsson-PalmeJ_2015__TRAVELRES9__bin.123|gene_id_4785, GUT_GENOME143484_04117, VogtmannE_2016__MMRS86178473ST-27-0-0__bin.67|gene_id_2188, GUT_GENOME143232_01554, GUT_GENOME096294_03227, RaymondF_2016__P3E7__bin.32|gene_id_3166, gene_id_3393052, Bengtsson-PalmeJ_2015__TRAVELRES4__bin.92|gene_id_4415, VogtmannE_2016__MMRS84085284ST-27-0-0__bin.42|gene_id_4158, QinJ_2012__T2D-021__bin.3|gene_id_2014, gene_id_3055362	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus CAG 158	Bacteroidetes	refID112377	0.184172718854875
DHFR,folA	CosteaPI_2017__daisy-11-403-0__bin.19|gene_id_2870	35.9	gene_id_2958171, HMP_2012__SRS018575__bin.5|gene_id_2890, GUT_GENOME101636_02917, ChengpingW_2017__AS117raw__bin.18|gene_id_1398, GUT_GENOME095991_03239, GUT_GENOME001341_00864, Bengtsson-PalmeJ_2015__TRAVELRES3__bin.95|gene_id_921, GUT_GENOME239662_00094, GUT_GENOME000554_02465, CosteaPI_2017__daisy-11-403-0__bin.19|gene_id_2870, gene_id_3195851, Bengtsson-PalmeJ_2015__TRAVELRES52__bin.57|gene_id_1138	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides eggerthii CAG 109	Bacteroidetes	refID177539	0.0320300380617173
DHFR,folA	ZellerG_2014__CCIS16326685ST-4-0__bin.21|gene_id_1380	36.18	LeChatelierE_2013__MH0427__bin.45|gene_id_335, ZellerG_2014__CCIS16326685ST-4-0__bin.21|gene_id_1380, GUT_GENOME117619_01472	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp CAG 530	Bacteroidetes	refID180388	-0.248232794978309
DHFR,folA	ZeeviD_2015__PNP_Main_199__bin.41|gene_id_714	33.5	ZeeviD_2015__PNP_Main_199__bin.41|gene_id_714, GUT_GENOME027286_01633, BackhedF_2015__SID201_B__bin.4|gene_id_240, gene_id_3264131, gene_id_3266978, YuJ_2015__SZAXPI003429-3__bin.38|gene_id_276, GUT_GENOME096478_00393	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pseudocatenulatum CAG 263	Actinobacteria	refID074594	-1.2011264273144
DHFR,folA	GUT_GENOME027286_01633	36.31	ZeeviD_2015__PNP_Main_199__bin.41|gene_id_714, GUT_GENOME027286_01633, BackhedF_2015__SID201_B__bin.4|gene_id_240, gene_id_3264131, gene_id_3266978, YuJ_2015__SZAXPI003429-3__bin.38|gene_id_276, GUT_GENOME096478_00393	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium sp002742445	Actinobacteria	refID074594	-1.2011264273144
DHFR,folA	ChengpingW_2017__AS76raw__bin.9|gene_id_215	36.48	GUT_GENOME001488_02195, LeChatelierE_2013__MH0128__bin.17|gene_id_1415, GUT_GENOME133541_02042, ChengpingW_2017__AS76raw__bin.9|gene_id_215	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp CAG 98	Bacteroidetes	refID267062	0.0480450570925759
DHFR,folA	Bengtsson-PalmeJ_2015__TRAVELRES37__bin.58|gene_id_921	36.77	GUT_GENOME246008_01027, GUT_GENOME032708_00136, Bengtsson-PalmeJ_2015__TRAVELRES37__bin.58|gene_id_921	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella sp KLE1602	Proteobacteria	refID239907	-0.112105133216011
DHFR,folA	QinJ_2012__T2D-048__bin.11|gene_id_1228	37.58	GUT_GENOME149380_02250, QinJ_2012__T2D-048__bin.11|gene_id_1228	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Phocaeicola vulgatus	Bacteroidetes	refID250016	-0.59255570414177
DHFR,folA	ChengpingW_2017__AS5raw__bin.30|gene_id_1924	37.82	GUT_GENOME096489_00307, ChengpingW_2017__AS5raw__bin.30|gene_id_1924, CosteaPI_2017__SID713B003-11-90-0__bin.6|gene_id_2050, GUT_GENOME143188_01298	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella sp CAG 351	Proteobacteria	refID246745	-0.408382985286896
DHFR,folA	RaymondF_2016__P13E90__bin.10|gene_id_983	32.26	RaymondF_2016__P13E90__bin.10|gene_id_983, GUT_GENOME157833_00927	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp An116	Bacteroidetes	refID031131	0.408382985286896
DHFR,folA	NielsenHB_2014__V1_UC36_0__bin.45|gene_id_120	31.69	NielsenHB_2014__V1_UC36_0__bin.45|gene_id_120, GUT_GENOME138026_00112	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp	Firmicutes	refID044912	0.296277852070885
DHFR,folA	RampelliS_2015__H21__bin.31|gene_id_118	34.44	RampelliS_2015__H21__bin.31|gene_id_118, GUT_GENOME157330_00117	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivalis	Bacteroidetes	refID045062	0.448420532864042
DHFR,folA	VatanenT_2016__G78514__bin.1|gene_id_1919	32.68	VatanenT_2016__G78514__bin.1|gene_id_1919, GUT_GENOME222694_00905	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	Bacteroidetes	refID060738	-0.328307890132603
DHFR,folA	WenC_2017__RA0X2__bin.4|gene_id_65	36.42	WenC_2017__RA0X2__bin.4|gene_id_65, GUT_GENOME250527_00066	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	Bacteroidetes	refID079813	-0.184172718854875
DHFR,folA	CosteaPI_2017__halbarad-11-392-0__bin.36|gene_id_1161	34.25	CosteaPI_2017__halbarad-11-392-0__bin.36|gene_id_1161, GUT_GENOME253944_01926	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae	Eubacterium sp	Firmicutes	refID081182	-0.392367966256037
DHFR,folA	Bengtsson-PalmeJ_2015__TRAVELRES30__bin.71|gene_id_572	32.28	Bengtsson-PalmeJ_2015__TRAVELRES30__bin.71|gene_id_572, GUT_GENOME276270_00587	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes indistinctus	Bacteroidetes	refID081581	0.136127661762299
DHFR,folA	HMP_2012__SRS016095__bin.37|gene_id_1639	32.48	HMP_2012__SRS016095__bin.37|gene_id_1639, GUT_GENOME101260_01682	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Phocaeicola vulgatus	Bacteroidetes	refID103560	0.200187737885734
DHFR,folA	Bengtsson-PalmeJ_2015__TRAVELRES27__bin.27|gene_id_1070	33.33	Bengtsson-PalmeJ_2015__TRAVELRES27__bin.27|gene_id_1070, GUT_GENOME034955_01497, GUT_GENOME096286_01143	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp 56 sp Nov 56 25	Bacteroidetes	refID106223	-0.0320300380617174
DHFR,folA	LiSS_2016__FAT_012-22-2-0__bin.43|gene_id_856	32.79	GUT_GENOME272761_02128, LiSS_2016__FAT_012-22-2-0__bin.43|gene_id_856, SchirmerM_2016__G89027__bin.28|gene_id_1278, GUT_GENOME273433_00217, GUT_GENOME015416_01661, ZeeviD_2015__PNP_Main_443__bin.16|gene_id_216, GUT_GENOME000629_02436, BritoIL_2016__WL.1.ST__bin.21|gene_id_1661	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia sp CAG 197	Firmicutes	refID112981	0.152142680793157
DHFR,folA	LiJ_2014__MH0265__bin.43|gene_id_119	31.35	GUT_GENOME056730_02124, LiJ_2014__MH0265__bin.43|gene_id_119, GUT_GENOME115210_00115	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp An19	Bacteroidetes	refID117129	-0.0560525666080054
